,author_id,avg1,avg2,count1,count2,avg1adj,avg2adj,countboth,weighting_factor,diff,diff_adj
79,Frank McCourt,3.9568087514145605,3.5704125177809387,5302,703,4.396551724137931,3.5689655172413794,522,0.0019653836451465944,0.38639623363362174,0.8275862068965512
76,Ernest Cline,4.239443264920972,3.316155988857939,4239,718,4.646034816247583,3.3520309477756287,517,0.001946558131304194,0.9232872760630331,1.294003868471954
307,Elena Ferrante,3.7776761207685268,4.31015037593985,1093,532,4.192156862745098,4.311764705882353,510,0.0019202024119248334,-0.5324742551713233,-0.11960784313725448
306,James S.A. Corey,4.0392817059483725,4.1431095406360425,891,566,4.245098039215686,4.152941176470589,510,0.0019202024119248334,-0.10382783468766998,0.09215686274509771
179,Chelsea Handler,3.617352614015573,3.6039453717754175,899,1318,3.8224852071005917,3.9546351084812623,507,0.0019089071036193933,0.013407242240155437,-0.13214990138067062
180,Sylvain Reynard,3.686910994764398,4.051155115511551,955,606,4.201581027667984,4.08893280632411,506,0.0019051420008509132,-0.36424412074715296,0.11264822134387398
175,Patricia Cornwell,3.853286384976526,3.9120234604105573,1704,682,4.01002004008016,3.9859719438877756,499,0.0018787862814715528,-0.05873707543403128,0.024048096192384794
158,P.D. Eastman,4.083707865168539,4.04581901489118,1780,873,4.163265306122449,4.014285714285714,490,0.0018449003565552322,0.03788885027735933,0.14897959183673493
63,Gregory Maguire,3.371173082752349,3.4150702426564497,6598,783,4.03680981595092,3.513292433537832,489,0.001841135253786752,-0.04389715990410048,0.5235173824130879
243,Hilary Mantel,3.7416393442622953,4.161744022503516,1525,711,4.265432098765432,4.273662551440329,486,0.001829839945481312,-0.4201046782412208,-0.00823045267489686
248,Barbara Kingsolver,3.845664739884393,3.9572368421052633,1730,912,4.12603305785124,4.008264462809917,484,0.0018223097399443517,-0.11157210222087022,0.11776859504132275
124,Tennessee Williams,3.6299934512115257,3.9625559625559625,1527,2457,3.846790890269151,4.097308488612836,483,0.0018185446371758718,-0.3325625113444368,-0.25051759834368514
208,Susan Ee,4.087976539589443,4.172774869109948,1023,573,4.4149377593361,4.170124481327801,482,0.0018147795344073917,-0.08479832952050526,0.24481327800829877
250,Patrick Ness,3.8155699721964784,4.058500914076783,1079,547,4.232365145228216,4.064315352697095,482,0.0018147795344073917,-0.24293094188030429,0.16804979253112062
68,Truman Capote,3.8284153005464483,4.063353481083501,1830,4467,3.9541666666666666,4.21875,480,0.0018072493288704315,-0.23493818053705295,-0.2645833333333334
151,Virginia Woolf,3.619565217391304,3.618250950570342,1932,1315,3.9453781512605044,3.9243697478991595,476,0.0017921889177965112,0.001314266820962029,0.021008403361344907
98,H.G. Wells,3.765783000819896,3.6536203522504893,3659,1022,3.9356223175965663,3.6952789699570814,466,0.0017545378901117105,0.11216264856940672,0.24034334763948495
214,Rachel Hawkins,3.8045454545454547,4.049090909090909,880,550,4.0989010989010985,4.0637362637362635,455,0.0017131217596584299,-0.24454545454545418,0.03516483516483504
252,Maria V. Snyder,4.011827956989247,3.962894248608534,930,539,4.255506607929515,3.9647577092511015,454,0.0017093566568899498,0.04893370838071309,0.2907488986784137
185,Michael  Grant,3.5658333333333334,3.8756756756756756,1200,555,4.115555555555556,3.937777777777778,450,0.0016942962458160295,-0.3098423423423422,0.17777777777777803
119,Margaret Wise Brown,4.1782661782661785,4.235814086113487,819,3507,4.205357142857143,4.466517857142857,448,0.0016867660402790695,-0.0575479078473089,-0.2611607142857135
184,Jon Scieszka,4.263687853996224,4.134083044982699,1589,1156,4.331828442437923,4.241534988713318,443,0.0016679405264366691,0.1296048090135251,0.0902934537246054
118,Fredrik Backman,4.307660794756248,4.0120845921450154,2441,662,4.592760180995475,4.0633484162895925,442,0.001664175423668189,0.2955762026112323,0.5294117647058822
165,Ally Carter,3.6302281368821294,4.014869888475836,1052,538,4.0588235294117645,4.067873303167421,442,0.001664175423668189,-0.3846417515937066,-0.009049773755656076
157,Jeanne DuPrau,3.7624309392265194,3.382239382239382,1991,518,3.9908256880733943,3.419724770642202,436,0.0016415848070573085,0.38019155698713725,0.5711009174311923
277,Michael Connelly,4.03690036900369,4.015625,1084,576,4.175115207373272,4.073732718894009,434,0.0016340546015203485,0.02127536900368998,0.10138248847926334
372,Liane Moriarty,3.66626213592233,3.6646341463414633,824,820,3.759815242494226,3.725173210161663,433,0.0016302894987518684,0.001627989580866629,0.03464203233256313
249,V.C. Andrews,3.483833039388595,3.536324786324786,1701,468,3.9166666666666665,3.5439814814814814,432,0.0016265243959833883,-0.05249174693619141,0.3726851851851851
36,Lauren Weisberger,3.4668642811772177,3.2106870229007636,4723,655,3.8790697674418606,3.2883720930232556,430,0.0016189941904464283,0.2561772582764541,0.590697674418605
289,Brian Jacques,4.019837691614066,4.033025099075298,1109,757,4.274881516587678,4.049763033175355,422,0.0015888733682985878,-0.01318740746123126,0.22511848341232277
190,Sophocles,3.518048780487805,3.6305361305361306,1025,1716,3.587112171837709,3.656324582338902,419,0.0015775780599931474,-0.11248735004832566,-0.06921241050119331
389,Steven Erikson,3.6865853658536585,4.134146341463414,820,492,4.093975903614457,4.166265060240963,415,0.0015625176489192272,-0.44756097560975583,-0.07228915662650603
276,Veronica Rossi,3.8992718446601944,4.107212475633529,824,513,4.169082125603865,4.118357487922705,414,0.001558752546150747,-0.20794063097333426,0.0507246376811592
294,Jasper Fforde,3.839445802770986,3.990328820116054,1227,517,4.278450363196126,4.060532687651332,413,0.0015549874433822672,-0.15088301734506793,0.21791767554479424
192,Don Freeman,4.211422295442064,4.232712765957447,1821,752,4.5036496350364965,4.335766423357664,411,0.001547457237845307,-0.021290470515382687,0.16788321167883247
313,Ilona Andrews,3.9416282642089095,4.210855949895616,651,479,4.171568627450981,4.235294117647059,408,0.0015361619295398668,-0.2692276856867064,-0.0637254901960782
122,Lisa Genova,4.223554301833569,3.838472834067548,2836,681,4.4655172413793105,3.91871921182266,406,0.0015286317240029066,0.38508146776602104,0.5467980295566504
92,Gail Carson Levine,3.918791312559018,3.9273049645390072,3177,564,4.349009900990099,3.9752475247524752,404,0.0015211015184659466,-0.008513651979989323,0.3737623762376239
345,Jane Hamilton,3.663265306122449,3.6599597585513077,882,994,3.759305210918114,3.8635235732009927,403,0.0015173364156974665,0.0033055475711414317,-0.10421836228287873
183,Laura Ingalls Wilder,4.125175151798225,4.023593466424682,2141,551,4.22636815920398,4.027363184079602,402,0.0015135713129289863,0.10158168537354317,0.1990049751243781
140,Umberto Eco,3.986254295532646,3.7560283687943263,2910,705,4.383084577114428,3.987562189054726,402,0.0015135713129289863,0.23022592673831976,0.3955223880597014
288,Alexandra Bracken,4.221526908635795,4.299107142857143,799,448,4.4575,4.305,400,0.0015060411073920263,-0.0775802342213483,0.15249999999999986
136,Haruki Murakami,3.800557880055788,3.8807631160572336,717,1887,3.9075,4.1125,400,0.0015060411073920263,-0.08020523600144536,-0.20499999999999963
169,Alexander McCall Smith,3.64836003051106,3.8906882591093117,2622,494,4.156565656565657,3.919191919191919,396,0.001490980696318106,-0.24232822859825154,0.23737373737373746
438,Timothy Zahn,3.876132930513595,3.96319018404908,662,489,4.025316455696203,3.972151898734177,395,0.001487215593549626,-0.08705725353548477,0.0531645569620256
152,Barack Obama,3.7161921708185055,3.5698924731182795,1124,1023,3.763358778625954,3.659033078880407,393,0.0014796853880126657,0.146299697700226,0.10432569974554706
279,Angie Sage,3.634635691657867,3.8256880733944953,947,545,3.9585492227979273,3.860103626943005,386,0.0014533296686333054,-0.19105238173662853,0.09844559585492219
303,Frederick Forsyth,4.136440677966101,3.984771573604061,1180,591,4.336814621409921,4.04177545691906,383,0.0014420343603278652,0.1516691043620404,0.295039164490861
187,Ray Bradbury,4.0201005025125625,4.037339556592766,2189,857,4.242819843342037,4.078328981723238,383,0.0014420343603278652,-0.01723905408020343,0.16449086161879922
221,Melissa Marr,3.551282051282051,3.5435684647302903,1248,482,3.858638743455497,3.586387434554974,382,0.0014382692575593851,0.007713586551760798,0.2722513089005232
156,Laura Joffe Numeroff,4.159872948650079,4.059504132231405,1889,605,4.329787234042553,4.093085106382978,376,0.0014156786409485046,0.10036881641867446,0.23670212765957466
269,James Herriot,4.265205091937765,4.299290780141844,1414,705,4.467914438502674,4.385026737967914,374,0.0014081484354115446,-0.03408568820407876,0.08288770053475947
251,Cynthia Hand,3.9915611814345993,4.106060606060606,711,462,4.239247311827957,4.14247311827957,372,0.0014006182298745844,-0.11449942462600715,0.09677419354838701
228,E.M. Forster,3.903112155020552,3.9036144578313254,1703,830,4.15426997245179,4.016528925619835,363,0.0013667323049582638,-0.0005023028107733474,0.13774104683195532
344,Frank E. Peretti,4.066869300911854,4.126338329764454,658,467,4.315642458100559,4.217877094972067,358,0.0013479067911158634,-0.059469028852599415,0.0977653631284916
392,Mark  Lawrence,3.685887708649469,4.041463414634146,659,410,4.044817927170868,4.07563025210084,357,0.0013441416883473835,-0.3555757059846769,-0.03081232492997188
539,Tom Robbins,3.8153564899451555,3.5699052132701423,547,844,3.8095238095238093,3.8263305322128853,357,0.0013441416883473835,0.2454512766750132,-0.016806722689076015
370,Lloyd Alexander,3.949685534591195,4.1255349500713265,795,701,4.117977528089888,4.160112359550562,356,0.0013403765855789034,-0.17584941548013155,-0.04213483146067354
206,Richard Bach,3.627555988315482,4.014975041597338,2054,601,4.15819209039548,4.093220338983051,354,0.0013328463800419432,-0.3874190532818558,0.06497175141242906
212,Jeff Lindsay,3.7452966714905935,3.7936893203883497,1382,412,4.028248587570621,3.7937853107344632,354,0.0013328463800419432,-0.048392648897756185,0.23446327683615786
229,Bryan Lee O'Malley,4.074610244988864,4.162962962962963,898,405,4.235795454545454,4.159090909090909,352,0.0013253161745049832,-0.08835271797409927,0.07670454545454497
300,Larry Niven,3.857276995305164,3.9426573426573426,1065,715,4.15072463768116,4.07536231884058,345,0.0012989604551256226,-0.08538034735217837,0.07536231884057987
176,James Frey,3.420151334129829,3.673469387755102,2511,441,4.162790697674419,3.73546511627907,344,0.0012951953523571427,-0.25331805362527327,0.42732558139534893
271,Sue Grafton,3.680672268907563,3.8,1428,420,3.824561403508772,3.7923976608187133,342,0.0012876651468201824,-0.119327731092437,0.032163742690058506
148,Colleen Hoover,4.264273101824602,4.198689956331878,1699,458,4.597058823529411,4.3,340,0.0012801349412832224,0.0655831454927247,0.2970588235294116
591,R.A. Salvatore,4.024271844660194,3.9972067039106145,412,358,4.103244837758112,4.032448377581121,339,0.0012763698385147423,0.02706514074957944,0.07079646017699126
332,Scott Turow,4.060851926977688,3.9962406015037595,1479,532,4.317365269461078,4.020958083832335,334,0.001257544324672342,0.06461132547392845,0.2964071856287429
262,Jeffery Deaver,4.07887323943662,4.0630434782608695,1420,460,4.4431137724550895,4.125748502994012,334,0.001257544324672342,0.01582976117575008,0.3173652694610771
74,Rebecca Wells,3.463465553235908,3.6990236575291027,479,5326,3.4474474474474475,3.993993993993994,333,0.0012537792219038618,-0.23555810429319468,-0.5465465465465464
127,Jennifer Weiner,3.513292433537832,3.5539661898569572,489,2307,3.6151515151515152,4.112121212121212,330,0.0012424839135984217,-0.040673756319125065,-0.49696969696969706
342,Kurt Vonnegut Jr.,3.765289256198347,4.066722972972973,605,1184,3.807926829268293,4.094512195121951,328,0.0012349537080614615,-0.3014337167746257,-0.28658536585365857
241,Bill Martin Jr.,4.098461538461539,4.046017699115044,1300,565,4.308641975308642,4.067901234567901,324,0.0012198932969875412,0.05244383934649477,0.24074074074074048
361,Anthony Horowitz,3.8162327718223583,3.931758530183727,653,381,4.099071207430341,3.9504643962848296,323,0.001216128194219061,-0.11552575836136869,0.14860681114551122
182,Donna Tartt,3.977795400475813,3.402805611222445,2522,499,4.401869158878505,3.4174454828660434,321,0.001208597988682101,0.574989789253368,0.9844236760124612
305,Sarah Dessen,3.4547563805104406,3.7472222222222222,431,720,3.573248407643312,3.8121019108280256,314,0.0011822422693027407,-0.2924658417117816,-0.23885350318471366
488,Tad Williams,3.7821138211382115,3.9373493975903613,615,415,4.076433121019108,4.0,314,0.0011822422693027407,-0.1552355764521498,0.07643312101910826
487,Erika Johansen,3.933219178082192,4.161559888579387,584,359,4.273885350318471,4.1687898089171975,314,0.0011822422693027407,-0.2283407104971955,0.10509554140127353
105,Jerry Spinelli,3.886806596701649,3.7211493170042393,1334,2123,3.900958466453674,3.9329073482428116,313,0.0011784771665342606,0.16565727969740962,-0.03194888178913757
17,Elizabeth Gilbert,3.260114140773621,3.25,7885,496,4.092651757188499,3.242811501597444,313,0.0011784771665342606,0.010114140773620939,0.8498402555910545
398,Marie Rutkoski,3.984182776801406,4.028169014084507,569,355,4.157051282051282,4.064102564102564,312,0.0011747120637657805,-0.043986237283101026,0.09294871794871806
429,Iain M. Banks,3.7218430034129693,4.170172084130019,586,523,3.923076923076923,4.246794871794871,312,0.0011747120637657805,-0.44832908071705013,-0.32371794871794846
281,Alan Bradley,3.6952455183164457,3.9358024691358025,1283,405,4.230769230769231,3.9615384615384617,312,0.0011747120637657805,-0.2405569508193568,0.26923076923076916
107,James Patterson,3.7745535714285716,3.8904522613065327,448,2985,3.875,4.237179487179487,312,0.0011747120637657805,-0.11589868987796104,-0.3621794871794872
