auth1
Shirley Jackson
Rosamunde Pilcher
Doreen Cronin
Jeff Smith
Chimamanda Ngozi Adichie
Tom Wolfe
W. Bruce Cameron
Robin Cook
Stephen E. Ambrose
Olivia Cunning
Nassim Nicholas Taleb
Marisha Pessl
Friedrich Nietzsche
Robert McCloskey
Robert K. Massie
Avi
George Bernard Shaw
Josephine Angelini
Marilynne Robinson
Scott McCloud
Rebecca Stead
Nathaniel Philbrick
K.A. Tucker
Richard   Preston
C.S. Lewis
Patricia McCormick
Alexandra Adornetto
Peggy Parish
Douglas Preston
James Redfield
O. Henry
Tom Stoppard
Simon Winchester
Ann Aguirre
Dashiell Hammett
Charles Bukowski
Kate Atkinson
Aleksandr Solzhenitsyn
Jan Brett
Paolo Bacigalupi
Terry Brooks
Bret Easton Ellis
Erika Johansen
Tad Williams
William Styron
Faye Perozich
Jeph Loeb
Sophie Jordan
Daniel H. Pink
Ron Chernow
Don DeLillo
Cornelia Funke
Peter Lerangis
Katie Ashley
Susan Cooper
Elizabeth Wein
Alison Goodman
Colm Tóibín
Kate Jacobs
Irving Stone
Jennifer A. Nielsen
Chip Heath
Nancy Farmer
Virginia Lee Burton
Anne Lamott
Kevin Kwan
Cinda Williams Chima
Jean-Paul Sartre
Eiichirō Oda
Kim Stanley Robinson
Alice Hoffman
James Ellroy
Robin S. Sharma
Susan Elizabeth Phillips
A.J. Jacobs
Chris Colfer
Jane Yolen
Jacqueline Winspear
Paullina Simons
Kristen Ashley
Richard Castle
Aimee Carter
John Fowles
Alison Weir
John Sandford
Emma Straub
Daniel Quinn
James A. Michener
Gabrielle Zevin
Amy Plum
Blake Crouch
Rumiko Takahashi
A.S. Byatt
Margret Rey
Tom Robbins
Ann Leckie
Laurie R. King
Dave Barry
Catherine Fisher
Peter Mayle
Melanie Benjamin
Thomas Pynchon
Jo Nesbø
Tucker Max
Candice Millard
Norman Bridwell
Wallace Stegner
Ruth Ozeki
Jen Lancaster
Moira Young
China Miéville
Chuck Klosterman
Hillary Jordan
John Jakes
Nicholas Evans
Bill Bryson
Lauren Graham
Tom Rob Smith
Megan Whalen Turner
Karin Slaughter
Miranda Kenneally
Sigmund Freud
Bruce H. Wilkinson
Iain Banks
G. Willow Wilson
Tracy Kidder
Henning Mankell
Ellen Schreiber
Danielle  Paige
Nevil Shute
Dan Wells
Edward Gorey
Karen Cushman
John Connolly
Jussi Adler-Olsen
Mary Karr
Mark Bittman
Juliet Marillier
Mary E. Pearson
Pam Muñoz Ryan
Diane Chamberlain
Robert Frost
Candace Bushnell
Jean de Brunhoff
Tami Hoag
Ann-Marie MacDonald
R.A. Salvatore
Jane Smiley
Jim Gaffigan
Dava Sobel
Jonathan Kellerman
David Levithan
Ian Fleming
Richard K. Morgan
Heather Gudenkauf
Peggy Rathmann
Vernor Vinge
Jodi Picoult
Orhan Pamuk
Aleatha Romig
James Clavell
Chevy Stevens
Henry Miller
David Wong
John Eldredge
Jenny Downham
Julie James
E. Lockhart
Julia Alvarez
Elizabeth Berg
Daniel Goleman
John le Carré
Maeve Binchy
Sarah Waters
Patrick Carman
Reza Aslan
Connie Willis
Pseudonymous Bosch
Mira Grant
Roger Zelazny
Kent Haruf
Thomas J. Stanley
Stormie Omartian
Max Lucado
Caragh M. O'Brien
Penelope Ward
Elle Kennedy
Vince Flynn
Anna Banks
Hugh Howey
Thornton Wilder
Barbara W. Tuchman
Liu Cixin
Herman Wouk
James     Baldwin
Else Holmelund Minarik
Robert McCammon
Louise L. Hay
Jonah Lehrer
Karen Russell
Edmund Morris
Carrie Fisher
Kevin Henkes
Octavia E. Butler
A.G. Howard
George Eliot
John Marsden
Steven Pressfield
Vincent van Gogh
Mary Doria Russell
Marguerite Henry
Ann Rule
Naoko Takeuchi
Betty MacDonald
Theodore Dreiser
Jennifer Donnelly
Christopher Moore
E. Nesbit
Kazu Kibuishi
Jorge Luis Borges
Hubert Selby Jr.
Cory Doctorow
Simms Taback
Erich Segal
Morgan Rhodes
Megan McCafferty
Kate Mosse
Joseph Delaney
Samantha Shannon
Rosamund Lupton
Charles C. Mann
Timothy J. Keller
Edward Rutherfurd
Anthony Robbins
Alfred Bester
George Orwell
A.W. Tozer
Jack Higgins
Joseph Campbell
Mark Kurlansky
Philip Roth
Mark Bowden
Lauren Barnholdt
Mark Waid
Brodi Ashton
Teddy Slater
Dave Ramsey
Mary  Stewart
D.H. Lawrence
James D. Bradley
John Updike
Marisa de los Santos
Susane Colasanti
Anna Carey
Paul Auster
Sarah MacLean
Gary D. Schmidt
Heather Brewer
Mohsin Hamid
Jenny Nimmo
Frank Beddor
Daniel Silva
Shelly Crane
Stendhal
Mary Higgins Clark
Sam Harris
David Weber
Michael Rosen
Heidi Murkoff
Jon Meacham
William Shakespeare
Richard Peck
Jennifer Worth
Jacqueline Woodson
Hugh Lofting
Robert Greene
W. Somerset Maugham
Sidney Sheldon
Adriana Trigiani
Michael Chabon
Russell Hoban
Dav Pilkey
Dennis Lehane
Ann Patchett
Pat Conroy
Peter Heller
Pablo Neruda
Flannery O'Connor
Daniel Suarez
Joseph J. Ellis
Robert   Harris
Bree Despain
Dr. Seuss
Sergei Lukyanenko
Eugene Bradley Coco
Jonathan Maberry
Amy A. Bartol
Patrick O'Brian
Julianne Donaldson
Mark Millar
Anne Bishop
Yuu Watase
Oscar Wilde
Nelson DeMille
John C. Maxwell
Alastair Reynolds
Elizabeth  George
Marcus Buckingham
Kate Brian
Susan Vreeland
Naomi Klein
Rob Thomas
Karen Chance
Nora Ephron
Kass Morgan
Hiro Fujiwara
Honoré de Balzac
Julia Child
Atul Gawande
Susan Meissner
Michael Morpurgo
John Piper
Julie Otsuka
Edward Abbey
Robert Cormier
Malorie Blackman
Jack Canfield
Michelle Moran
Kaye Gibbons
Janette Oke
Steve Martin
Lauren Beukes
Michel Faber
Roberto Bolaño
Anna Dewdney
Chelsea Cain
Jeffrey Archer
Ruth Reichl
Lisa Scottoline
Lawrence Wright
Lang Leav
Adeline Yen Mah
Ravinder Singh
Julie Anne Peters
Gary Shteyngart
Plato
Giada De Laurentiis
Claire Messud
Jude Deveraux
René Goscinny
Melina Marchetta
Dorothy L. Sayers
Judith McNaught
Jack Welch
Iris Johansen
Charlaine Harris
Miranda July
L.A. Weatherly
Walt Disney Company
Raymond Carver
Christopher Yost
Mitchell Zuckoff
Carrie Vaughn
P.D. James
Rainer Maria Rilke
William Blake
Chris d'Lacey
Jennifer Lynn Barnes
Scott B. Smith
David Brin
Pepper Winters
Faith Hunter
Ami McKay
Nigella Lawson
Jonathan Lethem
Kristen Britain
Lisa Gardner
Thomas Malory
Lisa Lutz
Mike Carey
C.J. Sansom
Madeleine Wickham
Richard Kadrey
Glennon Doyle Melton
A.S. King
Ellen Marie Wiseman
John Saul
Elizabeth Gaskell
Brian  McClellan
Michael J. Sullivan
Robert A. Heinlein
Irvin D. Yalom
Kalayna Price
E.E. Cummings
Eric Van Lustbader
Plum Sykes
Tom Perrotta
Lars Kepler
John Layman
Carol Shields
P.G. Wodehouse
Sara Donati
J. Courtney Sullivan
Diane Muldrow
Julie Garwood
Kristin Hannah
Victoria Schwab
Joshua Ferris
Antonia Fraser
Richard Russo
Rachel Gibson
Maya Banks
Margaret Atwood
Ross King
Jeff Shaara
Graham Greene
Beatriz Williams
Margaret George
Alison Croggon
Armistead Maupin
Gary Zukav
Molière
Roland Barthes
Michael Teitelbaum
Bernard Cornwell
James Gleick
Joan Didion
Ina Garten
Judy Schachner
Matt Haig
Dietrich Bonhoeffer
Peter F. Hamilton
Hampton Sides
David Wiesner
Brad Thor
Clayton M. Christensen
Elizabeth Eulberg
Wendy Mass
Richard Branson
Sinclair Lewis
James M. Cain
Beth Harbison
Leigh Nichols
Lynsay Sands
Brian Staveley
Kerry Patterson
David Mitchell
Patricia Highsmith
Mary Pope Osborne
Kelly Corrigan
Bertrand Russell
Laurie Faria Stolarz
John Stuart Mill
Kristan Higgins
H.P. Lovecraft
Brian Azzarello
Founding Fathers
Wilbur Smith
Leo Lionni
Michael J. Fox
Mercer Mayer
Steve Berry
Nina LaCour
Seth Godin
Wayne W. Dyer
Sarah Vowell
Max Barry
Amy Harmon
Steven Johnson
Ann M. Martin
Henry James
Alessandro Baricco
Guy de Maupassant
Norman Mailer
Tom Angleberger
Scott Snyder
Laura Lippman
Allen Say
Matthew Inman
Hillary Rodham Clinton
Thich Nhat Hanh
Sharon Kay Penman
Stephen Briggs
Linwood Barclay
Carlos Ruiz Zafón
Owen  West
Simon Singh
Linda Howard
Megan Abbott
Tessa Dare
Denis Johnson
Lynda Mullaly Hunt
Cormac McCarthy
Debbie Macomber
Caroline Myss
Jon Klassen
Cynthia Voigt
Michel Houellebecq
Chris Anderson
Danny Gregory
Matthew Reilly
Andrea Hirata
The Church of Jesus Christ of Latter-day Saints
Larry Correia
Robyn Carr
James Rollins
Mary Kay Andrews
R.D. Ronald
Arina Tanemura
Dee Henderson
Joss Whedon
Douglas Coupland
Stephen Fry
Larry McMurtry
Pema Chödrön
Georgette Heyer
Evelyn Waugh
T.C. Boyle
Pat Barker
Peter Carey
Andrew  Smith
Yoshihiro Togashi
Clive Cussler
Michel Foucault
Beverly  Lewis
Dean Koontz
Sara Zarr
Joshua Harris
Roland Smith
Lauren Groff
Immanuel Kant
Sarah Jio
Jessica Verday
Milan Kundera
James Herbert
Deborah Rodriguez
Jonathan Harr
Jen Hatmaker
Susanna Kearsley
Ben Mezrich
Scott  Meyer
Elisabeth Elliot
J.G. Ballard
C.G. Jung
Richard Paul Evans
Isa Chandra Moskowitz
Ben H. Winters
Greg Bear
Lindsey Kelk
Gail Tsukiyama
Peter Shaffer
Sherman Alexie
Brian Herbert
Thomas Mann
Maggie O'Farrell
Matt Ridley
David Gemmell
J.M. Coetzee
Johanna Lindsey
Italo Calvino
CLAMP
Grant Naylor
Jack Finney
Cornelius Ryan
Émile Zola
Maggie Shipstead
Ashwin Sanghi
Jack Gantos
Catherine Bybee
Miriam Toews
Obert Skye
Stan Berenstain
Craig Johnson
Jonathan Haidt
Robert Crais
Gene Wolfe
Rob Bell
Jacqueline Wilson
Mary Downing Hahn
Kathleen E. Woodiwiss
David  Brooks
Paul O. Zelinsky
Jojo Moyes
Alan Moore
Roddy Doyle
Charlie Higson
Conn Iggulden
Amitav Ghosh
Steven Pinker
Ian McEwan
Sandra Dallas
Alice Munro
Michio Kaku
José Saramago
Joshilyn Jackson
Peter  May
Jennifer L. Holm
J. Maarten Troost
Brad Meltzer
Arnaldur Indriðason
Kathryn Jackson
Louise Erdrich
Anton Chekhov
Peter Clines
Dorothea Benton Frank
Michael Moore
Don Winslow
Joseph Boyden
Brian Coffey
George Carlin
Naguib Mahfouz
Elin Hilderbrand
Richard Ford
Martin Amis
Eric S. Nylund
Charles Stross
Jeanette Winterson
James Lee Burke
George Saunders
Jonathan Tropper
V.S. Naipaul
Lorrie Moore
Alan Dean Foster
Ralph Waldo Emerson
Philip Yancey
Brian Michael Bendis
Drew Karpyshyn
Tim Winton
Martha Stewart
Alain de Botton
Nancy Thayer
Brandon Stanton
Saul Bellow
David McCullough
Carl Hiaasen
Jennifer McMahon
Alistair MacLean
David Foster Wallace
Mike Lupica
Karen   White
J.L. Bourne
Mary Hoffman
Robert A. Caro
Mario Vargas Llosa
Vladimir Nabokov
Terry McMillan
Danielle Steel
Paul Theroux
Machado de Assis
Bisco Hatori
Hergé
James Andrew Miller
Alan W. Watts
Ludwig Wittgenstein
Iris Murdoch
Robert Ludlum
Sharon M. Draper
Jon Ronson
Perry Moore
Jamie Oliver
Gerald N. Lund
John Irving
Steve Perry
William  Boyd
Beth Moore
Al Ries
Daniel C. Dennett
David James Duncan
Dee Lestari
Joel Osteen
Andy Andrews
